College,Branch,Category,Rank
E186,SE,3BK,0
E186,SE,3BR,0
E186,SE,GM,78640
E186,SE,GMK,93248
E186,SE,GMR,116857
E186,SE,SCG,126968
E186,SE,SCK,0
E186,SE,SCR,0
E186,SE,STG,108376
E186,SE,STK,0
E186,SE,STR,0
E188,AI,1G,84708
E188,AI,1K,0
E188,AI,1R,0
E188,AI,2AG,87351
E188,AI,2AK,0
E188,AI,2AR,0
E188,AI,2BG,85079
E188,AI,2BK,0
E188,AI,2BR,0
E188,AI,3AG,82192
E188,AI,3AK,0
E188,AI,3AR,0
E188,AI,3BG,83816
E188,AI,3BK,0
E188,AI,3BR,93229
E188,AI,GM,81991
E188,AI,GMK,95677
E188,AI,GMR,90441
E188,AI,SCG,138139
E188,AI,SCK,0
E188,AI,SCR,0
E188,AI,STG,0
E188,AI,STK,0
E188,AI,STR,0
E188,CA-CS,1G,92815
E188,CA-CS,1K,163619
E188,CA-CS,1R,0
E188,CA-CS,2AG,88097
E188,CA-CS,2AK,0
E188,CA-CS,2AR,109841
E188,CA-CS,2BG,0
E188,CA-CS,2BK,0
E188,CA-CS,2BR,0
E188,CA-CS,3AG,0
E188,CA-CS,3AK,0
E188,CA-CS,3AR,0
E188,CA-CS,3BG,79843
E188,CA-CS,3BK,0
E188,CA-CS,3BR,0
E188,CA-CS,GM,79500
E188,CA-CS,GMK,0
E188,CA-CS,GMR,93783
E188,CA-CS,SCG,138585
E188,CA-CS,SCK,0
E188,CA-CS,SCR,0
E188,CA-CS,STG,110168
E188,CA-CS,STK,0
E188,CA-CS,STR,0
E188,CE,1G,0
E188,CE,1K,0
E188,CE,1R,0
E188,CE,2AG,0
E188,CE,2AK,0
E188,CE,2AR,0
E188,CE,2BG,0
E188,CE,2BK,0
E188,CE,2BR,0
E188,CE,3AG,0
E188,CE,3AK,0
E188,CE,3AR,0
E188,CE,3BG,0
E188,CE,3BK,0
E188,CE,3BR,0
E188,CE,GM,164791
E188,CE,GMK,0
E188,CE,GMR,0
E188,CE,SCG,0
E188,CE,SCK,0
E188,CE,SCR,0
E188,CE,STG,0
E188,CE,STK,0
E188,CE,STR,0
E188,CS,1G,64957
E188,CS,1K,0
E188,CS,1R,0
E188,CS,2AG,63858
E188,CS,2AK,74289
E188,CS,2AR,75209
E188,CS,2BG,63795
E188,CS,2BK,0
E188,CS,2BR,0
E188,CS,3AG,63590
E188,CS,3AK,0
E188,CS,3AR,0
E188,CS,3BG,63258
E188,CS,3BK,0
E188,CS,3BR,0
E188,CS,GM,59656
E188,CS,GMK,0
E188,CS,GMR,63956
E188,CS,SCG,111949
E188,CS,SCK,0
E188,CS,SCR,125809
E188,CS,STG,73913
E188,CS,STK,0
E188,CS,STR,0
E188,EC,1G,92821
E188,EC,1K,0
E188,EC,1R,0
E188,EC,2AG,87232
E188,EC,2AK,0
E188,EC,2AR,99471
E188,EC,2BG,85180
E188,EC,2BK,0
E188,EC,2BR,0
E188,EC,3AG,84531
E188,EC,3AK,0
E188,EC,3AR,0
E188,EC,3BG,87108
E188,EC,3BK,0
E188,EC,3BR,0
E188,EC,GM,83211
E188,EC,GMK,93763
E188,EC,GMR,88204
E188,EC,SCG,137600
E188,EC,SCK,0
E188,EC,SCR,0
E188,EC,STG,0
E188,EC,STK,0
E188,EC,STR,0
E188,ME,1G,0
E188,ME,1K,0
E188,ME,1R,0
E188,ME,2AG,0
E188,ME,2AK,0
E188,ME,2AR,0
E188,ME,2BG,0
E188,ME,2BK,0
E188,ME,2BR,0
E188,ME,3AG,0
E188,ME,3AK,0
E188,ME,3AR,0
E188,ME,3BG,0
E188,ME,3BK,0
E188,ME,3BR,0
E188,ME,GM,0
E188,ME,GMK,0
E188,ME,GMR,0
E188,ME,SCG,0
E188,ME,SCK,0
E188,ME,SCR,0
E188,ME,STG,0
E188,ME,STK,0
E188,ME,STR,0
E189,AD,1G,86903
E189,AD,1K,0
E189,AD,1R,0
E189,AD,2AG,68775
E189,AD,2AK,0
E189,AD,2AR,88081
E189,AD,2BG,76814
E189,AD,2BK,0
E189,AD,2BR,0
E189,AD,3AG,63572
E189,AD,3AK,0
E189,AD,3AR,0
E189,AD,3BG,76465
E189,AD,3BK,0
E189,AD,3BR,0
E189,AD,GM,62871
E189,AD,GMK,88234
E189,AD,GMR,76827
E189,AD,SCG,155162
E189,AD,SCK,0
E189,AD,SCR,0
E189,AD,STG,0
E189,AD,STK,0
E189,AD,STR,0
E189,AI,1G,0
E189,AI,1K,0
E189,AI,1R,0
E189,AI,2AG,64441
E189,AI,2AK,0
E189,AI,2AR,0
E189,AI,2BG,0
E189,AI,2BK,0
E189,AI,2BR,0
E189,AI,3AG,0
E189,AI,3AK,0
E189,AI,3AR,0
E189,AI,3BG,0
E189,AI,3BK,0
E189,AI,3BR,0
E189,AI,GM,52941
E189,AI,GMK,92000
E189,AI,GMR,76933
E189,AI,SCG,161846
E189,AI,SCK,0
E189,AI,SCR,0
E189,AI,STG,87291
E189,AI,STK,0
E189,AI,STR,0
E189,CE,1G,0
E189,CE,1K,0
E189,CE,1R,0
E189,CE,2AG,0
E189,CE,2AK,0
E189,CE,2AR,0
E189,CE,2BG,0
E189,CE,2BK,0
E189,CE,2BR,0
E189,CE,3AG,0
E189,CE,3AK,0
E189,CE,3AR,0
E189,CE,3BG,0
E189,CE,3BK,0
E189,CE,3BR,0
E189,CE,GM,167795
E189,CE,GMK,0
E189,CE,GMR,0
E189,CE,SCG,0
E189,CE,SCK,0
E189,CE,SCR,0
E189,CE,STG,0
E189,CE,STK,0
E189,CE,STR,0
E189,CS,1G,84298
E189,CS,1K,0
E189,CS,1R,90595
E189,CS,2AG,59229
E189,CS,2AK,0
E189,CS,2AR,68956
E189,CS,2BG,45981
E189,CS,2BK,90033
E189,CS,2BR,0
E189,CS,3AG,39902
E189,CS,3AK,0
E189,CS,3AR,0
E189,CS,3BG,46367
E189,CS,3BK,0
E189,CS,3BR,55115
E189,CS,GM,39493
E189,CS,GMK,42553
E189,CS,GMR,50772
E189,CS,SCG,109734
E189,CS,SCK,0
E189,CS,SCR,123647
E189,CS,STG,60100
E189,CS,STK,0
E189,CS,STR,0
E189,EC,1G,72961
E189,EC,1K,0
E189,EC,1R,0
E189,EC,2AG,65189
E189,EC,2AK,97083
E189,EC,2AR,76307
E189,EC,2BG,72174
E189,EC,2BK,0
E189,EC,2BR,0
E189,EC,3AG,63384
E189,EC,3AK,0
E189,EC,3AR,0
E189,EC,3BG,63931
E189,EC,3BK,0
E189,EC,3BR,0
E189,EC,GM,57392
E189,EC,GMK,0
E189,EC,GMR,62623
E189,EC,SCG,137984
E189,EC,SCK,0
E189,EC,SCR,147280
E189,EC,STG,0
E189,EC,STK,0
E189,EC,STR,0
E191,CE,1G,0
E191,CE,1K,0
E191,CE,1R,0
E191,CE,2AG,124000
E191,CE,2AK,0
E191,CE,2AR,0
E191,CE,2BG,0
E191,CE,2BK,0
E191,CE,2BR,0
E191,CE,3AG,0
E191,CE,3AK,0
E191,CE,3AR,0
E191,CE,3BG,0
E191,CE,3BK,0
E191,CE,3BR,0
E191,CE,GM,109695
E191,CE,GMK,0
E191,CE,GMR,114448
E191,CE,SCG,116091
E191,CE,SCK,0
E191,CE,SCR,0
E191,CE,STG,111579
E191,CE,STK,0
E191,CE,STR,0
E191,CS,1G,70597
E191,CS,1K,0
E191,CS,1R,74429
E191,CS,2AG,73944
E191,CS,2AK,0
E191,CS,2AR,75595
E191,CS,2BG,70684
E191,CS,2BK,0
E191,CS,2BR,0
E191,CS,3AG,66923
E191,CS,3AK,0
E191,CS,3AR,0
E191,CS,3BG,68931
E191,CS,3BK,0
E191,CS,3BR,76469
E191,CS,GM,66566
E191,CS,GMK,67565
E191,CS,GMR,70570
E191,CS,SCG,93860
E191,CS,SCK,102301
E191,CS,SCR,108241
E191,CS,STG,69956
E191,CS,STK,0
E191,CS,STR,0
E191,EA,1G,139911
E191,EA,1K,0
E191,EA,1R,0
E191,EA,2AG,109549
E191,EA,2AK,0
E191,EA,2AR,0
E191,EA,2BG,0
E191,EA,2BK,0
E191,EA,2BR,0
E191,EA,3AG,108649
E191,EA,3AK,0
E191,EA,3AR,0
E191,EA,3BG,0
E191,EA,3BK,0
E191,EA,3BR,0
E191,EA,GM,103855
E191,EA,GMK,104207
E191,EA,GMR,116309
E191,EA,SCG,117942
E191,EA,SCK,0
E191,EA,SCR,0
E191,EA,STG,0
E191,EA,STK,0
E191,EA,STR,0
E191,EC,1G,83827
E191,EC,1K,0
E191,EC,1R,0
E191,EC,2AG,91308
E191,EC,2AK,0
E191,EC,2AR,93877
E191,EC,2BG,92547
E191,EC,2BK,0
E191,EC,2BR,0
E191,EC,3AG,82568
E191,EC,3AK,0
E191,EC,3AR,0
E191,EC,3BG,83069
E191,EC,3BK,0
E191,EC,3BR,0
E191,EC,GM,81681
E191,EC,GMK,89395
E191,EC,GMR,85660
E191,EC,SCG,101742
E191,EC,SCK,0
E191,EC,SCR,0
E191,EC,STG,0
E191,EC,STK,0
E191,EC,STR,0
E191,IE,1G,89699
E191,IE,1K,0
E191,IE,1R,0
E191,IE,2AG,85252
E191,IE,2AK,0
E191,IE,2AR,88500
E191,IE,2BG,85906
E191,IE,2BK,0
E191,IE,2BR,0
E191,IE,3AG,78271
E191,IE,3AK,0
E191,IE,3AR,0
E191,IE,3BG,79037
E191,IE,3BK,0
E191,IE,3BR,0
E191,IE,GM,77494
E191,IE,GMK,79953
E191,IE,GMR,78928
E191,IE,SCG,101675
E191,IE,SCK,0
E191,IE,SCR,114935
E191,IE,STG,0
E191,IE,STK,0
E191,IE,STR,0
E191,ME,1G,0
E191,ME,1K,0
E191,ME,1R,0
E191,ME,2AG,0
E191,ME,2AK,0
E191,ME,2AR,0
E191,ME,2BG,0
E191,ME,2BK,0
E191,ME,2BR,0
E191,ME,3AG,0
E191,ME,3AK,0
E191,ME,3AR,0
E191,ME,3BG,0
E191,ME,3BK,0
E191,ME,3BR,0
E191,ME,GM,155269
E191,ME,GMK,0
E191,ME,GMR,163575
E191,ME,SCG,155834
E191,ME,SCK,0
E191,ME,SCR,0
E191,ME,STG,161755
E191,ME,STK,0
E191,ME,STR,0
E191,SA,1G,0
E191,SA,1K,0
E191,SA,1R,0
E191,SA,2AG,152118
E191,SA,2AK,0
E191,SA,2AR,0
E191,SA,2BG,0
E191,SA,2BK,0
E191,SA,2BR,0
E191,SA,3AG,0
E191,SA,3AK,0
E191,SA,3AR,0
E191,SA,3BG,166714
E191,SA,3BK,0
E191,SA,3BR,0
E191,SA,GM,151208
E191,SA,GMK,0
E191,SA,GMR,161065
E191,SA,SCG,155584
E191,SA,SCK,0
E191,SA,SCR,165236
E191,SA,STG,0
E191,SA,STK,0
E191,SA,STR,0
E193,AI,1G,95454
E193,AI,1K,0
E193,AI,1R,0
E193,AI,2AG,106220
E193,AI,2AK,0
E193,AI,2AR,107734
E193,AI,2BG,94377
E193,AI,2BK,0
E193,AI,2BR,153749
E193,AI,3AG,98912
E193,AI,3AK,0
E193,AI,3AR,0
E193,AI,3BG,94255
E193,AI,3BK,0
E193,AI,3BR,0
E193,AI,GM,89178
E193,AI,GMK,95105
E193,AI,GMR,95611
E193,AI,SCG,172698
E193,AI,SCK,0
E193,AI,SCR,0
E193,AI,STG,94878
E193,AI,STK,0
E193,AI,STR,0
E193,CE,1G,0
E193,CE,1K,0
E193,CE,1R,0
E193,CE,2AG,0
E193,CE,2AK,0
E193,CE,2AR,0
E193,CE,2BG,0
E193,CE,2BK,0
E193,CE,2BR,0
E193,CE,3AG,0
E193,CE,3AK,0
E193,CE,3AR,0
E193,CE,3BG,0
E193,CE,3BK,0
E193,CE,3BR,0
E193,CE,GM,171139
E193,CE,GMK,0
E193,CE,GMR,0
E193,CE,SCG,0
E193,CE,SCK,0
E193,CE,SCR,0
E193,CE,STG,0
E193,CE,STK,0
E193,CE,STR,0
E193,CS,1G,75359
E193,CS,1K,0
E193,CS,1R,87263
E193,CS,2AG,75162
E193,CS,2AK,78622
E193,CS,2AR,75295
E193,CS,2BG,68218
E193,CS,2BK,0
E193,CS,2BR,0
E193,CS,3AG,70968
E193,CS,3AK,83723
E193,CS,3AR,0
E193,CS,3BG,65939
E193,CS,3BK,0
E193,CS,3BR,78839
E193,CS,GM,62407
E193,CS,GMK,67166
E193,CS,GMR,69099
E193,CS,SCG,124856
E193,CS,SCK,0
E193,CS,SCR,156295
E193,CS,STG,87649
E193,CS,STK,0
E193,CS,STR,0
E193,EC,1G,0
E193,EC,1K,0
E193,EC,1R,0
E193,EC,2AG,90831
E193,EC,2AK,0
E193,EC,2AR,0
E193,EC,2BG,0
E193,EC,2BK,0
E193,EC,2BR,0
E193,EC,3AG,0
E193,EC,3AK,0
E193,EC,3AR,0
E193,EC,3BG,85213
E193,EC,3BK,0
E193,EC,3BR,0
E193,EC,GM,80234
E193,EC,GMK,100158
E193,EC,GMR,84161
E193,EC,SCG,134808
E193,EC,SCK,0
E193,EC,SCR,0
E193,EC,STG,80377
E193,EC,STK,0
E193,EC,STR,0
E193,ME,1G,0
E193,ME,1K,0
E193,ME,1R,0
E193,ME,2AG,0
E193,ME,2AK,0
E193,ME,2AR,0
E193,ME,2BG,0
E193,ME,2BK,0
E193,ME,2BR,0
E193,ME,3AG,0
E193,ME,3AK,0
E193,ME,3AR,0
E193,ME,3BG,0
E193,ME,3BK,0
E193,ME,3BR,0
E193,ME,GM,173169
E193,ME,GMK,0
E193,ME,GMR,0
E193,ME,SCG,0
E193,ME,SCK,0
E193,ME,SCR,0
E193,ME,STG,0
E193,ME,STK,0
E193,ME,STR,0
E194,EC,1G,0
E194,EC,1K,0
E194,EC,1R,0
E194,EC,2AG,0
E194,EC,2AK,0
E194,EC,2AR,0
E194,EC,2BG,0
E194,EC,2BK,0
E194,EC,2BR,0
E194,EC,3AG,0
E194,EC,3AK,0
E194,EC,3AR,0
E194,EC,3BG,0
E194,EC,3BK,0
E194,EC,3BR,0
E194,EC,GM,170835
E194,EC,GMK,0
E194,EC,GMR,0
E194,EC,SCG,0
E194,EC,SCK,0
E194,EC,SCR,0
E194,EC,STG,0
E194,EC,STK,0
E194,EC,STR,0
E194,CS,1G,60295
E194,CS,1K,0
E194,CS,1R,0
E194,CS,2AG,61844
E194,CS,2AK,0
E194,CS,2AR,64903
E194,CS,2BG,65990
E194,CS,2BK,0
E194,CS,2BR,0
E194,CS,3AG,60382
E194,CS,3AK,0
E194,CS,3AR,62971
E194,CS,3BG,56516
E194,CS,3BK,0
E194,CS,3BR,57800
E194,CS,GM,49995
E194,CS,GMK,51018
E194,CS,GMR,54807
E194,CS,SCG,82237
E194,CS,SCK,86388
E194,CS,SCR,100772
E194,CS,STG,53971
E194,CS,STK,0
E194,CS,STR,0
E194,EC,1G,84674
E194,EC,1K,0
E194,EC,1R,0
E194,EC,2AG,89227
E194,EC,2AK,0
E194,EC,2AR,90251
E194,EC,2BG,88317
E194,EC,2BK,0
E194,EC,2BR,149494
E194,EC,3AG,81712
E194,EC,3AK,0
E194,EC,3AR,0
E194,EC,3BG,84703
E194,EC,3BK,0
E194,EC,3BR,0
E194,EC,GM,81580
E194,EC,GMK,82495
E194,EC,GMR,85344
E194,EC,SCG,138233
E194,EC,SCK,141818
E194,EC,SCR,149716
E194,EC,STG,104030
E194,EC,STK,0
E194,EC,STR,0
E194,ME,1G,0
E194,ME,1K,0
E194,ME,1R,0
E194,ME,2AG,0
E194,ME,2AK,0
E194,ME,2AR,0
E194,ME,2BG,0
E194,ME,2BK,0
E194,ME,2BR,0
E194,ME,3AG,0
E194,ME,3AK,0
E194,ME,3AR,0
E194,ME,3BG,0
E194,ME,3BK,0
E194,ME,3BR,0
E194,ME,GM,172212
E194,ME,GMK,0
E194,ME,GMR,0
E194,ME,SCG,0
E194,ME,SCK,0
E194,ME,SCR,0
E194,ME,STG,0
E194,ME,STK,0
E194,ME,STR,0
E196,CE,1G,0
E196,CE,1K,0
E196,CE,1R,0
E196,CE,2AG,0
E196,CE,2AK,0
E196,CE,2AR,0
E196,CE,2BG,0
E196,CE,2BK,0
E196,CE,2BR,0
E196,CE,3AG,0
E196,CE,3AK,0
E196,CE,3AR,0
E196,CE,3BG,0
E196,CE,3BK,0
E196,CE,3BR,0
E196,CE,GM,174180
E196,CE,GMK,0
E196,CE,GMR,0
E196,CE,SCG,0
E196,CE,SCK,0
E196,CE,SCR,0
E196,CE,STG,0
E196,CE,STK,0
E196,CE,STR,0
E196,CS,1G,27075
E196,CS,1K,0
E196,CS,1R,0
E196,CS,2AG,29419
E196,CS,2AK,0
E196,CS,2AR,34925
E196,CS,2BG,27044
E196,CS,2BK,0
E196,CS,2BR,0
E196,CS,3AG,32250
E196,CS,3AK,0
E196,CS,3AR,36805
E196,CS,3BG,24797
E196,CS,3BK,0
E196,CS,3BR,26760
E196,CS,GM,23820
E196,CS,GMK,24443
E196,CS,GMR,25973
E196,CS,SCG,68873
E196,CS,SCK,82930
E196,CS,SCR,73740
E196,CS,STG,41920
E196,CS,STK,0
E196,CS,STR,0
E196,EC,1G,48199
E196,EC,1K,0
E196,EC,1R,0
E196,EC,2AG,46915
E196,EC,2AK,51424
E196,EC,2AR,49837
E196,EC,2BG,39529
E196,EC,2BK,0
E196,EC,2BR,42977
E196,EC,3AG,45889
E196,EC,3AK,0
E196,EC,3AR,0
E196,EC,3BG,40349
E196,EC,3BK,0
E196,EC,3BR,44121
E196,EC,GM,36965
E196,EC,GMK,39237
E196,EC,GMR,42817
E196,EC,SCG,110353
E196,EC,SCK,113824
E196,EC,SCR,142177
E196,EC,STG,77220
E196,EC,STK,0
E196,EC,STR,117490
E196,EE,1G,89198
E196,EE,1K,0
E196,EE,1R,110563
E196,EE,2AG,71653
E196,EE,2AK,0
E196,EE,2AR,83367
E196,EE,2BG,73077
E196,EE,2BK,0
E196,EE,2BR,0
E196,EE,3AG,70102
E196,EE,3AK,0
E196,EE,3AR,0
E196,EE,3BG,0
E196,EE,3BK,0
E196,EE,3BR,0
E196,EE,GM,67357
E196,EE,GMK,71677
E196,EE,GMR,73895
E196,EE,SCG,138716
E196,EE,SCK,0
E196,EE,SCR,0
E196,EE,STG,95605
E196,EE,STK,0
E196,EE,STR,0
E196,ME,1G,0
E196,ME,1K,0
E196,ME,1R,0
E196,ME,2AG,0
E196,ME,2AK,0
E196,ME,2AR,0
E196,ME,2BG,0
E196,ME,2BK,0
E196,ME,2BR,0
E196,ME,3AG,0
E196,ME,3AK,0
E196,ME,3AR,0
E196,ME,3BG,0
E196,ME,3BK,0
E196,ME,3BR,0
E196,ME,GM,170500
E196,ME,GMK,0
E196,ME,GMR,0
E196,ME,SCG,0
E196,ME,SCK,0
E196,ME,SCR,0
E196,ME,STG,0
E196,ME,STK,0
E196,ME,STR,0
E197,CE,1G,0
E197,CE,1K,0
E197,CE,1R,0
E197,CE,2AG,0
E197,CE,2AK,0
E197,CE,2AR,0
E197,CE,2BG,0
E197,CE,2BK,0
E197,CE,2BR,0
E197,CE,3AG,0
E197,CE,3AK,0
E197,CE,3AR,0
E197,CE,3BG,0
E197,CE,3BK,0
E197,CE,3BR,0
E197,CE,GM,160776
E197,CE,GMK,0
E197,CE,GMR,0
E197,CE,SCG,0
E197,CE,SCK,0
E197,CE,SCR,0
E197,CE,STG,0
E197,CE,STK,0
E197,CE,STR,0
E197,CS,1G,0
E197,CS,1K,0
E197,CS,1R,0
E197,CS,2AG,83200
E197,CS,2AK,0
E197,CS,2AR,0
E197,CS,2BG,0
E197,CS,2BK,0
E197,CS,2BR,0
E197,CS,3AG,0
E197,CS,3AK,0
E197,CS,3AR,0
E197,CS,3BG,82225
E197,CS,3BK,0
E197,CS,3BR,0
E197,CS,GM,78400
E197,CS,GMK,78429
E197,CS,GMR,79848
E197,CS,SCG,95200
E197,CS,SCK,0
E197,CS,SCR,0
E197,CS,STG,0
E197,CS,STK,0
E197,CS,STR,0
E197,EC,1G,0
E197,EC,1K,0
E197,EC,1R,0
E197,EC,2AG,0
E197,EC,2AK,0
E197,EC,2AR,119994
E197,EC,2BG,130856
E197,EC,2BK,0
E197,EC,2BR,0
E197,EC,3AG,0
E197,EC,3AK,0
E197,EC,3AR,0
E197,EC,3BG,0
E197,EC,3BK,0
E197,EC,3BR,0
E197,EC,GM,96454
E197,EC,GMK,0
E197,EC,GMR,0
E197,EC,SCG,0
E197,EC,SCK,0
E197,EC,SCR,0
E197,EC,STG,127312
E197,EC,STK,0
E197,EC,STR,0
E197,EE,1G,0
E197,EE,1K,0
E197,EE,1R,0
E197,EE,2AG,0
E197,EE,2AK,0
E197,EE,2AR,0
E197,EE,2BG,0
E197,EE,2BK,0
E197,EE,2BR,0
E197,EE,3AG,0
E197,EE,3AK,0
E197,EE,3AR,0
E197,EE,3BG,0
E197,EE,3BK,0
E197,EE,3BR,0
E197,EE,GM,173833
E197,EE,GMK,0
E197,EE,GMR,0
E197,EE,SCG,0
E197,EE,SCK,0
E197,EE,SCR,0
E197,EE,STG,0
E197,EE,STK,0
E197,EE,STR,0
E197,ME,1G,0
E197,ME,1K,0
E197,ME,1R,0
E197,ME,2AG,0
E197,ME,2AK,0
E197,ME,2AR,0
E197,ME,2BG,0
E197,ME,2BK,0
E197,ME,2BR,0
E197,ME,3AG,0
E197,ME,3AK,0
E197,ME,3AR,0
E197,ME,3BG,0
E197,ME,3BK,0
E197,ME,3BR,0
E197,ME,GM,0
E197,ME,GMK,0
E197,ME,GMR,0
E197,ME,SCG,0
E197,ME,SCK,0
E197,ME,SCR,0
E197,ME,STG,0
E197,ME,STK,0
E197,ME,STR,0
E198,AI,1G,102117
E198,AI,1K,0
E198,AI,1R,0
E198,AI,2AG,73618
E198,AI,2AK,0
E198,AI,2AR,76085
E198,AI,2BG,0
E198,AI,2BK,0
E198,AI,2BR,0
E198,AI,3AG,0
E198,AI,3AK,0
E198,AI,3AR,0
E198,AI,3BG,0
E198,AI,3BK,0
E198,AI,3BR,0
E198,AI,GM,64121
E198,AI,GMK,0
E198,AI,GMR,0
E198,AI,SCG,101385
E198,AI,SCK,0
E198,AI,SCR,0
E198,AI,STG,98102
E198,AI,STK,0
E198,AI,STR,0
E198,CE,1G,0
E198,CE,1K,0
E198,CE,1R,0
E198,CE,2AG,0
E198,CE,2AK,0
E198,CE,2AR,0
E198,CE,2BG,0
E198,CE,2BK,0
E198,CE,2BR,0
E198,CE,3AG,0
E198,CE,3AK,0
E198,CE,3AR,0
E198,CE,3BG,0
E198,CE,3BK,0
E198,CE,3BR,0
E198,CE,GM,148955
E198,CE,GMK,0
E198,CE,GMR,0
E198,CE,SCG,0
E198,CE,SCK,0
E198,CE,SCR,0
E198,CE,STG,0
E198,CE,STK,0
E198,CE,STR,0
E198,CS,1G,0
E198,CS,1K,0
E198,CS,1R,59101
E198,CS,2AG,41072
E198,CS,2AK,0
E198,CS,2AR,0
E198,CS,2BG,51465
E198,CS,2BK,0
E198,CS,2BR,0
E198,CS,3AG,0
E198,CS,3AK,0
E198,CS,3AR,0
E198,CS,3BG,42872
E198,CS,3BK,0
E198,CS,3BR,0
E198,CS,GM,38112
E198,CS,GMK,0
E198,CS,GMR,54775
E198,CS,SCG,69754
E198,CS,SCK,110025
E198,CS,SCR,0
